,city,lat_long,lat,lon,weather_json,temp,humidity,wind_speed,cloudiness
10,rikitea,"(-82.48434500317096, -140.818476216021)",-82.48434500317096,-140.818476216021,"{'coord': {'lon': -140.82, 'lat': -82.48}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': -11.43, 'pressure': 963.2, 'humidity': 53, 'temp_min': -11.43, 'temp_max': -11.43, 'sea_level': 1011.79, 'grnd_level': 963.2}, 'wind': {'speed': 10.92, 'deg': 63.0013}, 'clouds': {'all': 0}, 'dt': 1529621637, 'sys': {'message': 0.0043, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",-11.43,53,10.92,0
11,kapaa,"(33.22588529940252, -159.50065221879348)",33.22588529940252,-159.50065221879348,"{'coord': {'lon': -159.5, 'lat': 33.23}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 70.03, 'pressure': 1031.77, 'humidity': 96, 'temp_min': 70.03, 'temp_max': 70.03, 'sea_level': 1031.85, 'grnd_level': 1031.77}, 'wind': {'speed': 13.11, 'deg': 215.501}, 'rain': {'3h': 0.1225}, 'clouds': {'all': 56}, 'dt': 1529621637, 'sys': {'message': 0.0034, 'sunrise': 1529594970, 'sunset': 1529646639}, 'id': 0, 'name': '', 'cod': 200}",70.03,96,13.11,56
12,cape town,"(-82.54432370607077, -11.987760532298637)",-82.54432370607077,-11.987760532298633,"{'coord': {'lon': -11.99, 'lat': -82.54}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': -53.28, 'pressure': 781.38, 'humidity': 0, 'temp_min': -53.28, 'temp_max': -53.28, 'sea_level': 1040.45, 'grnd_level': 781.38}, 'wind': {'speed': 24.74, 'deg': 84.5013}, 'clouds': {'all': 0}, 'dt': 1529621638, 'sys': {'message': 0.0061, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",-53.28,0,24.74,0
13,lebu,"(-37.290642933116814, -77.14618661279306)",-37.290642933116814,-77.14618661279306,"{'coord': {'lon': -77.15, 'lat': -37.29}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 55.45, 'pressure': 1038.74, 'humidity': 100, 'temp_min': 55.45, 'temp_max': 55.45, 'sea_level': 1038.78, 'grnd_level': 1038.74}, 'wind': {'speed': 14.16, 'deg': 240.501}, 'clouds': {'all': 80}, 'dt': 1529621638, 'sys': {'message': 0.0038, 'sunrise': 1529583772, 'sunset': 1529618306}, 'id': 0, 'name': '', 'cod': 200}",55.45,100,14.16,80
14,avarua,"(-32.16976321090303, -163.57617413226262)",-32.16976321090303,-163.57617413226262,"{'coord': {'lon': -163.58, 'lat': -32.17}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 65.8, 'pressure': 1014.18, 'humidity': 100, 'temp_min': 65.8, 'temp_max': 65.8, 'sea_level': 1014.1, 'grnd_level': 1014.18}, 'wind': {'speed': 22.88, 'deg': 287.501}, 'rain': {'3h': 4.4}, 'clouds': {'all': 0}, 'dt': 1529621638, 'sys': {'message': 0.009, 'sunrise': 1529603711, 'sunset': 1529639859}, 'id': 0, 'name': '', 'cod': 200}",65.8,100,22.88,0
15,chuy,"(-38.678695418591104, -45.966245187129545)",-38.678695418591104,-45.96624518712954,"{'coord': {'lon': -45.97, 'lat': -38.68}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 58.15, 'pressure': 1009, 'humidity': 100, 'temp_min': 58.15, 'temp_max': 58.15, 'sea_level': 1009.12, 'grnd_level': 1009}, 'wind': {'speed': 52.75, 'deg': 258.501}, 'rain': {'3h': 0.5825}, 'clouds': {'all': 88}, 'dt': 1529621639, 'sys': {'message': 0.0041, 'sunrise': 1529576527, 'sunset': 1529610581}, 'id': 0, 'name': '', 'cod': 200}",58.15,100,52.75,88
16,san cristobal,"(-12.363471937985352, -90.6010553700263)",-12.36347193798535,-90.6010553700263,"{'coord': {'lon': -90.6, 'lat': -12.36}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 70.3, 'pressure': 1028.37, 'humidity': 100, 'temp_min': 70.3, 'temp_max': 70.3, 'sea_level': 1028.41, 'grnd_level': 1028.37}, 'wind': {'speed': 14.9, 'deg': 125.501}, 'clouds': {'all': 0}, 'dt': 1529621625, 'sys': {'message': 0.0034, 'sunrise': 1529583748, 'sunset': 1529624786}, 'id': 0, 'name': '', 'cod': 200}",70.3,100,14.9,0
17,cidreira,"(-35.83777317215958, -45.548880618899005)",-35.83777317215958,-45.54888061889901,"{'coord': {'lon': -45.55, 'lat': -35.84}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 61.39, 'pressure': 1016.94, 'humidity': 100, 'temp_min': 61.39, 'temp_max': 61.39, 'sea_level': 1016.98, 'grnd_level': 1016.94}, 'wind': {'speed': 41.29, 'deg': 260.001}, 'clouds': {'all': 44}, 'dt': 1529621639, 'sys': {'message': 0.0034, 'sunrise': 1529575947, 'sunset': 1529610960}, 'id': 0, 'name': '', 'cod': 200}",61.39,100,41.29,44
18,reitz,"(-27.856551214903817, 28.785562884599727)",-27.856551214903817,28.785562884599727,"{'coord': {'lon': 28.79, 'lat': -27.86}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 32.68, 'pressure': 854.17, 'humidity': 70, 'temp_min': 32.68, 'temp_max': 32.68, 'sea_level': 1040.16, 'grnd_level': 854.17}, 'wind': {'speed': 2.82, 'deg': 291.001}, 'clouds': {'all': 0}, 'dt': 1529621639, 'sys': {'message': 0.0033, 'country': 'ZA', 'sunrise': 1529556932, 'sunset': 1529594286}, 'id': 941976, 'name': 'Warden', 'cod': 200}",32.68,70,2.82,0
19,hithadhoo,"(-6.145813000856691, 65.26146051024952)",-6.145813000856692,65.26146051024952,"{'coord': {'lon': 65.26, 'lat': -6.15}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 80.56, 'pressure': 1024.56, 'humidity': 100, 'temp_min': 80.56, 'temp_max': 80.56, 'sea_level': 1024.64, 'grnd_level': 1024.56}, 'wind': {'speed': 13.82, 'deg': 118.501}, 'rain': {'3h': 1.045}, 'clouds': {'all': 68}, 'dt': 1529621630, 'sys': {'message': 0.0041, 'sunrise': 1529545675, 'sunset': 1529588035}, 'id': 0, 'name': '', 'cod': 200}",80.56,100,13.82,68
20,hamilton,"(28.96367132732057, -67.10929618910448)",28.963671327320572,-67.10929618910448,"{'coord': {'lon': -67.11, 'lat': 28.96}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 79.03, 'pressure': 1030.48, 'humidity': 100, 'temp_min': 79.03, 'temp_max': 79.03, 'sea_level': 1030.52, 'grnd_level': 1030.48}, 'wind': {'speed': 9.8, 'deg': 200.501}, 'clouds': {'all': 76}, 'dt': 1529621639, 'sys': {'message': 0.0097, 'sunrise': 1529573437, 'sunset': 1529623819}, 'id': 0, 'name': '', 'cod': 200}",79.03,100,9.8,76
21,manati,"(21.627606002610705, -76.81410761037884)",21.6276060026107,-76.81410761037884,"{'coord': {'lon': -76.81, 'lat': 21.63}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 83.89, 'pressure': 1028.21, 'humidity': 92, 'temp_min': 83.89, 'temp_max': 83.89, 'sea_level': 1028.37, 'grnd_level': 1028.21}, 'wind': {'speed': 10.42, 'deg': 62.5013}, 'clouds': {'all': 32}, 'dt': 1529621640, 'sys': {'message': 0.0033, 'country': 'CU', 'sunrise': 1529576740, 'sunset': 1529625173}, 'id': 3548099, 'name': 'Manati', 'cod': 200}",83.89,92,10.42,32
22,busselton,"(-62.8346311756381, 84.24913308374187)",-62.8346311756381,84.24913308374188,"{'coord': {'lon': 84.25, 'lat': -62.83}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 27.28, 'pressure': 984.28, 'humidity': 97, 'temp_min': 27.28, 'temp_max': 27.28, 'sea_level': 984.64, 'grnd_level': 984.28}, 'wind': {'speed': 18.92, 'deg': 92.5013}, 'clouds': {'all': 80}, 'dt': 1529621640, 'sys': {'message': 0.003, 'sunrise': 1529553673, 'sunset': 1529570921}, 'id': 0, 'name': '', 'cod': 200}",27.28,97,18.92,80
23,hobart,"(-88.66837340357063, 136.8098371453995)",-88.66837340357063,136.80983714539948,"{'coord': {'lon': 136.81, 'lat': -88.67}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': -49.86, 'pressure': 684.44, 'humidity': 0, 'temp_min': -49.86, 'temp_max': -49.86, 'sea_level': 1054.55, 'grnd_level': 684.44}, 'wind': {'speed': 4.27, 'deg': 187.501}, 'clouds': {'all': 20}, 'dt': 1529621640, 'sys': {'message': 0.0059, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",-49.86,0,4.27,20
24,araouane,"(19.543170974055542, -5.523981551515362)",19.54317097405555,-5.523981551515362,"{'coord': {'lon': -5.52, 'lat': 19.54}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 100, 'pressure': 987.68, 'humidity': 12, 'temp_min': 100, 'temp_max': 100, 'sea_level': 1022.05, 'grnd_level': 987.68}, 'wind': {'speed': 11.81, 'deg': 9.50131}, 'clouds': {'all': 80}, 'dt': 1529621611, 'sys': {'message': 0.0042, 'sunrise': 1529559883, 'sunset': 1529607806}, 'id': 0, 'name': '', 'cod': 200}",100.0,12,11.81,80
25,yellowknife,"(59.799050438298934, -110.19978787935227)",59.799050438298934,-110.19978787935229,"{'coord': {'lon': -110.2, 'lat': 59.8}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 88.12, 'pressure': 984.11, 'humidity': 19, 'temp_min': 88.12, 'temp_max': 88.12, 'sea_level': 1021.56, 'grnd_level': 984.11}, 'wind': {'speed': 9.24, 'deg': 19.0013}, 'clouds': {'all': 36}, 'dt': 1529621640, 'sys': {'message': 0.0074, 'country': 'CA', 'sunrise': 1529575148, 'sunset': 1529642789}, 'id': 5955954, 'name': 'Fort Smith', 'cod': 200}",88.12,19,9.24,36
26,nikolskoye,"(38.55025114152508, 169.3224095919204)",38.55025114152508,169.3224095919204,"{'coord': {'lon': 169.32, 'lat': 38.55}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 64.27, 'pressure': 1033.39, 'humidity': 100, 'temp_min': 64.27, 'temp_max': 64.27, 'sea_level': 1033.43, 'grnd_level': 1033.39}, 'wind': {'speed': 26.46, 'deg': 134.001}, 'clouds': {'all': 68}, 'dt': 1529621641, 'sys': {'message': 0.0043, 'sunrise': 1529515125, 'sunset': 1529568628}, 'id': 0, 'name': '', 'cod': 200}",64.27,100,26.46,68
27,beisfjord,"(67.69910526570573, 17.412349661081493)",67.69910526570573,17.412349661081493,"{'coord': {'lon': 17.41, 'lat': 67.7}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 36.1, 'pressure': 922.18, 'humidity': 100, 'temp_min': 36.1, 'temp_max': 36.1, 'sea_level': 1018.36, 'grnd_level': 922.18}, 'wind': {'speed': 2.08, 'deg': 292.501}, 'clouds': {'all': 92}, 'dt': 1529621641, 'sys': {'message': 0.0035, 'country': 'NO', 'sunrise': 0, 'sunset': 0}, 'id': 3150002, 'name': 'Kjopsvik', 'cod': 200}",36.1,100,2.08,92
28,puerto ayora,"(-12.559277375655512, -96.01624043862917)",-12.559277375655514,-96.01624043862915,"{'coord': {'lon': -96.02, 'lat': -12.56}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 72.64, 'pressure': 1028.37, 'humidity': 100, 'temp_min': 72.64, 'temp_max': 72.64, 'sea_level': 1028.37, 'grnd_level': 1028.37}, 'wind': {'speed': 13.27, 'deg': 116.501}, 'clouds': {'all': 0}, 'dt': 1529621641, 'sys': {'message': 0.0071, 'sunrise': 1529585070, 'sunset': 1529626065}, 'id': 0, 'name': '', 'cod': 200}",72.64,100,13.27,0
29,mataura,"(-74.10600935288974, -165.43541428804397)",-74.10600935288974,-165.43541428804397,"{'coord': {'lon': -165.44, 'lat': -74.11}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 16.75, 'pressure': 994.49, 'humidity': 89, 'temp_min': 16.75, 'temp_max': 16.75, 'sea_level': 994.65, 'grnd_level': 994.49}, 'wind': {'speed': 25.97, 'deg': 136.001}, 'clouds': {'all': 68}, 'dt': 1529621642, 'sys': {'message': 0.0039, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",16.75,89,25.97,68
30,tuatapere,"(-60.44745236617702, 155.07635515984595)",-60.447452366177025,155.07635515984597,"{'coord': {'lon': 155.08, 'lat': -60.45}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 32.23, 'pressure': 1000.89, 'humidity': 99, 'temp_min': 32.23, 'temp_max': 32.23, 'sea_level': 1000.93, 'grnd_level': 1000.89}, 'wind': {'speed': 8.86, 'deg': 259.501}, 'clouds': {'all': 92}, 'dt': 1529621642, 'sys': {'message': 0.0042, 'sunrise': 1529534995, 'sunset': 1529555595}, 'id': 0, 'name': '', 'cod': 200}",32.23,99,8.86,92
31,port-gentil,"(0.2367450726414262, 5.832135755617173)",0.2367450726414262,5.8321357556171725,"{'coord': {'lon': 5.83, 'lat': 0.24}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 75.7, 'pressure': 1028.94, 'humidity': 100, 'temp_min': 75.7, 'temp_max': 75.7, 'sea_level': 1028.98, 'grnd_level': 1028.94}, 'wind': {'speed': 13.33, 'deg': 174.001}, 'clouds': {'all': 36}, 'dt': 1529621642, 'sys': {'message': 0.0032, 'country': 'ST', 'sunrise': 1529559274, 'sunset': 1529602966}, 'id': 2410764, 'name': 'São Tomé', 'cod': 200}",75.7,100,13.33,36
32,adrar,"(25.86717531023072, 1.766596490659083)",25.867175310230717,1.7665964906590832,"{'coord': {'lon': 1.77, 'lat': 25.87}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 83.17, 'pressure': 994.25, 'humidity': 17, 'temp_min': 83.17, 'temp_max': 83.17, 'sea_level': 1023.79, 'grnd_level': 994.25}, 'wind': {'speed': 9.8, 'deg': 94.5013}, 'clouds': {'all': 0}, 'dt': 1529621643, 'sys': {'message': 0.0028, 'country': 'DZ', 'sunrise': 1529557331, 'sunset': 1529606858}, 'id': 2507678, 'name': 'Akabli', 'cod': 200}",83.17,17,9.8,0
33,katsuura,"(23.18493817768207, 151.53449782356984)",23.18493817768207,151.53449782356986,"{'coord': {'lon': 151.53, 'lat': 23.18}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 81.46, 'pressure': 1029.99, 'humidity': 100, 'temp_min': 81.46, 'temp_max': 81.46, 'sea_level': 1029.99, 'grnd_level': 1029.99}, 'wind': {'speed': 8.12, 'deg': 58.5013}, 'rain': {'3h': 4.41}, 'clouds': {'all': 24}, 'dt': 1529621643, 'sys': {'message': 0.0033, 'sunrise': 1529521734, 'sunset': 1529570559}, 'id': 0, 'name': '', 'cod': 200}",81.46,100,8.12,24
34,cherskiy,"(77.27086788510141, 158.2651283403111)",77.27086788510141,158.2651283403111,"{'coord': {'lon': 158.27, 'lat': 77.27}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 31.06, 'pressure': 1029.26, 'humidity': 100, 'temp_min': 31.06, 'temp_max': 31.06, 'sea_level': 1029.18, 'grnd_level': 1029.26}, 'wind': {'speed': 2.08, 'deg': 20.5013}, 'clouds': {'all': 56}, 'dt': 1529621628, 'sys': {'message': 0.003, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",31.06,100,2.08,56
35,provideniya,"(55.61444514494178, -176.75708002857385)",55.614445144941776,-176.75708002857382,"{'coord': {'lon': -176.76, 'lat': 55.61}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 42.58, 'pressure': 1026.34, 'humidity': 100, 'temp_min': 42.58, 'temp_max': 42.58, 'sea_level': 1026.3, 'grnd_level': 1026.34}, 'wind': {'speed': 4.05, 'deg': 321.001}, 'rain': {'3h': 0.2475}, 'clouds': {'all': 92}, 'dt': 1529621643, 'sys': {'message': 0.0031, 'sunrise': 1529593409, 'sunset': 1529656483}, 'id': 0, 'name': '', 'cod': 200}",42.58,100,4.05,92
36,isangel,"(-19.47303428849399, 170.24289510725578)",-19.473034288493988,170.24289510725578,"{'coord': {'lon': 170.24, 'lat': -19.47}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 73.27, 'pressure': 1029.83, 'humidity': 100, 'temp_min': 73.27, 'temp_max': 73.27, 'sea_level': 1029.87, 'grnd_level': 1029.83}, 'wind': {'speed': 14.83, 'deg': 166.001}, 'clouds': {'all': 0}, 'dt': 1529621643, 'sys': {'message': 0.0032, 'country': 'VU', 'sunrise': 1529521935, 'sunset': 1529561377}, 'id': 2134739, 'name': 'Tafea Province', 'cod': 200}",73.27,100,14.83,0
37,padang,"(-10.70645332433621, 88.63652208657282)",-10.706453324336211,88.63652208657282,"{'coord': {'lon': 88.64, 'lat': -10.71}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 79.03, 'pressure': 1024.31, 'humidity': 100, 'temp_min': 79.03, 'temp_max': 79.03, 'sea_level': 1024.36, 'grnd_level': 1024.31}, 'wind': {'speed': 16.28, 'deg': 86.0013}, 'rain': {'3h': 3.1475}, 'clouds': {'all': 64}, 'dt': 1529621644, 'sys': {'message': 0.006, 'sunrise': 1529540546, 'sunset': 1529581940}, 'id': 0, 'name': '', 'cod': 200}",79.03,100,16.28,64
38,hasaki,"(28.76584239021919, 158.18303523368428)",28.76584239021919,158.18303523368428,"{'coord': {'lon': 158.18, 'lat': 28.77}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 78.76, 'pressure': 1028.45, 'humidity': 100, 'temp_min': 78.76, 'temp_max': 78.76, 'sea_level': 1028.57, 'grnd_level': 1028.45}, 'wind': {'speed': 10.92, 'deg': 307.001}, 'clouds': {'all': 12}, 'dt': 1529621644, 'sys': {'message': 0.0042, 'sunrise': 1529519386, 'sunset': 1529569715}, 'id': 0, 'name': '', 'cod': 200}",78.76,100,10.92,12
39,barentsburg,"(76.02763161283613, 14.227894855452291)",76.02763161283612,14.227894855452291,"{'coord': {'lon': 14.23, 'lat': 76.03}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 41.14, 'pressure': 1026.18, 'humidity': 100, 'temp_min': 41.14, 'temp_max': 41.14, 'sea_level': 1026.3, 'grnd_level': 1026.18}, 'wind': {'speed': 2.3, 'deg': 355.501}, 'clouds': {'all': 20}, 'dt': 1529621644, 'sys': {'message': 0.0042, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",41.14,100,2.3,20
